titolo	anno	numero_prestiti
L'onorevole ; Recitazione della controversia liparitana ; I mafiosi	2020	15
L'onorevole ; Recitazione della controversia liparitana ; I mafiosi	2021	26
L'onorevole ; Recitazione della controversia liparitana ; I mafiosi	2022	25
L'onorevole ; Recitazione della controversia liparitana ; I mafiosi	2023	14
L'onorevole ; Recitazione della controversia liparitana ; I mafiosi	2024	20
L'onorevole ; Recitazione della controversia liparitana ; I mafiosi	2025	25
L'Orlando Furioso	2019	28
L'Orlando Furioso	2021	29
L'Orlando Furioso	2022	14
L'Orlando Furioso	2023	16
L'Orlando Furioso	2024	9
L'Orlando Furioso	2025	14
L'ultimo samurai	2018	11
L'ultimo samurai	2019	18
L'ultimo samurai	2020	24
L'ultimo samurai	2021	26
L'ultimo samurai	2022	14
L'ultimo samurai	2023	19
L'ultimo samurai	2024	22
L'ultimo samurai	2025	11
L'uomo nel labirinto	2018	3
L'uomo nel labirinto	2020	2
L'uovo al cianuro	2018	11
L'uovo al cianuro	2020	7
L'uovo al cianuro	2022	12
La balena azzura romanzo	2018	14
La balena azzura romanzo	2019	14
La balena azzura romanzo	2020	9
La balena azzura romanzo	2021	15
La balena azzura romanzo	2022	9
La balena azzura romanzo	2023	22
La balena azzura romanzo	2024	9
La balena azzura romanzo	2025	19
La barca di Babele	2018	12
La barca di Babele	2019	16
La barca di Babele	2020	26
La barca di Babele	2021	19
La barca di Babele	2023	19
La barca di Babele	2025	13
La battaglia soda	2018	9
La battaglia soda	2019	9
La battaglia soda	2020	26
La battaglia soda	2021	23
La battaglia soda	2022	24
La battaglia soda	2023	24
La battaglia soda	2024	13
La battaglia soda	2025	9
La bella estate	2018	3
La bella estate	2018	27
La bella estate	2019	29
La bella estate	2020	5
La bella estate	2020	17
La bella estate	2022	10
La bella estate	2022	23
La bella estate	2023	26
La bella estate	2024	5
La bella estate	2025	9
La bella estate	2025	25
La bistenta	2018	8
La bistenta	2020	11
La bistenta	2022	12
La bistenta	2024	5
La bistenta	2025	8
La borsa dei Forsyte	2019	10
La borsa dei Forsyte	2020	11
La borsa dei Forsyte	2021	10
La borsa dei Forsyte	2022	5
La borsa dei Forsyte	2025	8
La boutique del mistero	2018	18
La boutique del mistero	2019	19
La boutique del mistero	2020	8
La boutique del mistero	2021	13
La boutique del mistero	2022	12
La boutique del mistero	2023	26
La boutique del mistero	2024	29
La boutique del mistero	2025	20
La brace dei Biassoli	2018	28
La brace dei Biassoli	2018	8
La brace dei Biassoli	2019	11
La brace dei Biassoli	2019	23
La brace dei Biassoli	2020	12
La brace dei Biassoli	2021	28
La brace dei Biassoli	2022	14
La brace dei Biassoli	2022	28
La brace dei Biassoli	2023	27
La brace dei Biassoli	2023	8
La brace dei Biassoli	2024	21
La brace dei Biassoli	2024	9
La brace dei Biassoli	2025	21
La brace dei Biassoli	2025	29
La bufera e altro	2020	8
La bufera e altro	2022	10
La bufera e altro	2025	9
La buona terra	2023	5
La busta arancione	2023	2
La busta arancione	2024	1
La caduta dei giganti	2018	21
La caduta dei giganti	2019	21
La caduta dei giganti	2020	16
La caduta dei giganti	2021	11
La caduta dei giganti	2022	29
La caduta dei giganti	2023	24
La caduta dei giganti	2024	22
La caduta dei giganti	2025	23
La calda vita	2018	10
La calda vita	2021	22
La calda vita	2022	22
La calda vita	2023	26
La calda vita	2024	22
La calda vita	2025	10
La camera da letto	2018	2
La camera da letto	2020	1
La camicia bruciata	2022	2
La carrozza di rame	2018	9
La carrozza di rame	2019	6
La carrozza di rame	2022	8
La casa del padre	2018	5
La casa del padre	2021	6
La casa del padre	2023	7
La casa del perchè	2020	11
La casa del perchè	2023	5
La casa del perchè	2025	9
La casa in collina	2018	13
La casa in collina	2019	12
La casa in collina	2020	17
La casa in collina	2021	11
La casa in collina	2022	28
La casa in collina	2023	22
La casa in collina	2024	27
La casa in collina	2025	22
La chiave a stella	2018	28
La chiave a stella	2018	15
La chiave a stella	2019	25
La chiave a stella	2020	13
La chiave a stella	2020	27
La chiave a stella	2021	27
La chiave a stella	2022	22
La chiave a stella	2023	19
La chiave a stella	2023	27
La chiave a stella	2024	14
La chiave a stella	2024	17
La chiave a stella	2025	28
La chiave a stella	2025	30
La chimera	2018	11
La chimera	2019	23
La chimera	2021	27
La chimera	2022	27
La chimera	2024	15
La chimera	2025	10
La ciociara	2018	19
La ciociara	2018	15
La ciociara	2018	12
La ciociara	2019	12
La ciociara	2020	8
La ciociara	2020	14
La ciociara	2020	12
La ciociara	2021	18
La ciociara	2021	8
La ciociara	2021	5
La ciociara	2022	24
La ciociara	2023	14
La ciociara	2023	26
La ciociara	2024	8
La ciociara	2024	24
La ciociara	2024	9
La ciociara	2025	29
La ciociara	2025	13
La ciociara	2025	4
La cittadella	2018	9
La cittadella	2020	9
La cittadella	2021	4
La cittadella	2022	11
La cittadella	2024	7
La cittadella	2025	8
La cognizione del dolore	2018	16
La cognizione del dolore	2019	19
La cognizione del dolore	2020	24
La cognizione del dolore	2021	23
La cognizione del dolore	2022	22
La cognizione del dolore	2023	11
La cognizione del dolore	2024	23
La cognizione del dolore	2025	18
La compagnia dei Celestini	2018	17
La compagnia dei Celestini	2019	20
La compagnia dei Celestini	2021	4
La compagnia dei Celestini	2021	21
La compagnia dei Celestini	2022	25
La compagnia dei Celestini	2023	25
La compagnia dei Celestini	2024	27
La compagnia dei Celestini	2025	2
La compagnia dei Celestini	2025	15
La conchiglia di Anataj	2019	19
La conchiglia di Anataj	2020	20
La conchiglia di Anataj	2021	16
La conchiglia di Anataj	2022	3
La conchiglia di Anataj	2022	22
La conchiglia di Anataj	2023	2
La conchiglia di Anataj	2023	13
La conchiglia di Anataj	2024	26
La conchiglia di Anataj	2025	12
La contrada	2020	3
La cosa buffa	2018	10
La cosa buffa	2020	3
La cosa buffa	2023	12
La cosa buffa	2024	8
La cosa buffa	2025	5
La coscienza di Zeno	2018	2
La coscienza di Zeno	2025	1
La cosmologica	2025	2
la costanza della ragione	2018	16
la costanza della ragione	2019	13
la costanza della ragione	2020	21
la costanza della ragione	2021	24
la costanza della ragione	2022	11
la costanza della ragione	2024	25
la costanza della ragione	2025	10
la cucina del cuore	2023	1
La disubbedienza	2018	29
La disubbedienza	2020	28
La disubbedienza	2021	13
La disubbedienza	2022	18
La disubbedienza	2023	19
La disubbedienza	2024	22
La disubbedienza	2025	27
La dolce memoria del dottor Cronin	2018	4
La dolce memoria del dottor Cronin	2020	12
La dolce memoria del dottor Cronin	2021	6
La dolce memoria del dottor Cronin	2024	4
La dolce memoria del dottor Cronin	2025	11
La donna al punto	2022	1
La festa parmigiana	2018	12
La festa parmigiana	2019	9
La festa parmigiana	2020	5
La festa parmigiana	2022	5
La festa parmigiana	2023	5
La figlia della Luna	2018	7
La figlia della Luna	2019	12
La figlia della Luna	2021	10
La figlia della Luna	2025	4
La fine dell'avventura	2019	10
La fine dell'avventura	2021	8
La fine dell'avventura	2022	9
La fine dell'avventura	2023	6
La fine dell'avventura	2025	9
La foiba grande	2021	4
La foiba grande	2022	4
La foiba grande	2023	6
La foiba grande	2024	12
La foiba grande	2025	3
La gallina volante	2018	4
La gallina volante	2019	5
La gallina volante	2024	4
La gallina volante	2025	12
La Gerusalemme liberata	2022	2
La Gerusalemme liberata	2023	4
La giara	2018	3
La giornata d'uno scrutatore	2018	28
La giornata d'uno scrutatore	2019	29
La giornata d'uno scrutatore	2020	17
La giornata d'uno scrutatore	2021	15
La giornata d'uno scrutatore	2022	10
La giornata d'uno scrutatore	2023	21
La giornata d'uno scrutatore	2024	11
La giornata d'uno scrutatore	2025	28
La giostra degli scambi	2018	4
La gloria	2020	2
La grande Giò	2025	5
La ladra	2018	23
La ladra	2019	24
La ladra	2021	17
La ladra	2022	18
La ladra	2023	12
La ladra	2024	11
La ladra	2025	24
La leggenda del Borgo	2019	6
La leggenda del Borgo	2021	5
La leggenda del Borgo	2022	7
La leggenda del Borgo	2023	11
La leggenda del Borgo	2024	10
La leggenda del vento	2019	30
La leggenda del vento	2020	18
La leggenda del vento	2021	26
La leggenda del vento	2022	26
La leggenda del vento	2023	18
La leggenda del vento	2025	27
La linea d'ombra	2018	26
La linea d'ombra	2020	24
La linea d'ombra	2021	17
La linea d'ombra	2022	9
La linea d'ombra	2023	13
La linea d'ombra	2024	25
La linea d'ombra	2025	26
La lingua perduta delle gru	2019	25
La lingua perduta delle gru	2020	8
La lingua perduta delle gru	2021	19
La lingua perduta delle gru	2022	12
La lingua perduta delle gru	2023	26
La lingua perduta delle gru	2024	12
La lingua perduta delle gru	2025	17
La luna e i falò	2018	21
La luna e i falò	2019	11
La luna e i falò	2020	14
La luna e i falò	2022	25
La luna e i falò	2023	30
La luna e i falò	2024	4
La luna e i falò	2025	21
La Luna e sei soldi	2021	5
La malore	2020	3
La malore	2022	5
La mia Africa	2019	4
La mia Africa	2020	10
La mia Africa	2021	12
La mia Africa	2022	8
La mia Africa	2023	10
La mia casa di campagna	2018	28
La mia casa di campagna	2019	19
La mia casa di campagna	2020	16
La mia casa di campagna	2023	10
La mia casa di campagna	2024	19
La mia casa di campagna	2025	29
La mia storia il mio mondo	2019	4
La mia storia il mio mondo	2020	9
La mia storia il mio mondo	2023	11
La monaca di monza	2018	12
La monaca di monza	2020	4
La monaca di monza	2021	11
La monaca di monza	2023	3
La monaca di monza	2025	6
La morte del fiume	2018	27
La morte del fiume	2019	23
La morte del fiume	2020	23
La morte del fiume	2021	13
La morte del fiume	2022	15
La morte del fiume	2023	21
La morte del fiume	2024	27
La morte del fiume	2025	12
La mossa del cavallo	2018	19
La mossa del cavallo	2019	17
La mossa del cavallo	2020	13
La mossa del cavallo	2021	14
La mossa del cavallo	2023	18
La mossa del cavallo	2024	23
La notte del ragno mannaro	2018	17
La notte del ragno mannaro	2020	27
La notte del ragno mannaro	2021	8
La notte del ragno mannaro	2022	24
La notte del ragno mannaro	2023	12
La notte del ragno mannaro	2024	17
La notte del ragno mannaro	2025	8
La nuova gioventù	2019	11
La nuova gioventù	2020	26
La nuova gioventù	2021	29
La nuova gioventù	2023	23
La nuova gioventù	2024	29
La nuova gioventù	2025	25
La nuvola di smog ; La formica argentina	2019	7
La nuvola di smog ; La formica argentina	2020	10
La nuvola di smog ; La formica argentina	2022	7
La nuvola di smog ; La formica argentina	2023	8
La nuvola di smog ; La formica argentina	2024	4
La nuvola di smog; La formica argentina	2018	27
La nuvola di smog; La formica argentina	2019	19
La nuvola di smog; La formica argentina	2021	15
La nuvola di smog; La formica argentina	2022	28
La nuvola di smog; La formica argentina	2023	14
La nuvola di smog; La formica argentina	2024	27
La nuvola di smog; La formica argentina	2025	16
La paloma	2022	1
La paloma	2025	1
La parola ai figli	2018	3
La parola ai figli	2021	1
La parola ebreo	2018	4
La parola ebreo	2024	5
La pelle	2020	27
La pelle	2021	28
La pelle	2022	21
La pelle	2023	13
La pelle	2024	27
La pelle	2025	12
La penna d'oro	2022	9
La penna d'oro	2023	8
La penna d'oro	2025	3
La penombra che abbiamo attraversato	2019	8
La penombra che abbiamo attraversato	2022	10
La penombra che abbiamo attraversato	2023	12
La più bella novella del mondo e altre memorie e storie	2018	17
La più bella novella del mondo e altre memorie e storie	2019	30
La più bella novella del mondo e altre memorie e storie	2020	17
La più bella novella del mondo e altre memorie e storie	2021	12
La più bella novella del mondo e altre memorie e storie	2022	13
La più bella novella del mondo e altre memorie e storie	2023	8
La più bella novella del mondo e altre memorie e storie	2024	30
La più bella novella del mondo e altre memorie e storie	2025	26
la poesia contemporanea 1945/1972	2018	3
La polvere sull'erba	2024	1
La porta proibita	2018	8
La porta proibita	2019	9
La porta proibita	2020	11
La porta proibita	2025	5
La prima spiaggia	2018	29
La prima spiaggia	2019	28
La prima spiaggia	2020	30
La prima spiaggia	2021	22
La prima spiaggia	2023	23
La prima spiaggia	2024	15
La prima spiaggia	2025	15
La principessa e il drago	2024	5
La ragazza del secolo scorso	2018	5
La ragazza del secolo scorso	2019	10
La ragazza del secolo scorso	2022	12
La ragazza del secolo scorso	2024	12
La ragazza del secolo scorso	2025	3
La ragazza di bube	2019	1
La ragazza di bube	2025	2
La ragazza perduta	2018	24
La ragazza perduta	2019	19
La ragazza perduta	2020	15
La ragazza perduta	2022	26
La ragazza perduta	2023	9
La ragazza perduta	2024	22
La ragazza perduta	2025	24
La religione del mio tempo	2018	26
La religione del mio tempo	2019	20
La religione del mio tempo	2020	27
La religione del mio tempo	2021	29
La religione del mio tempo	2022	19
La religione del mio tempo	2023	17
La religione del mio tempo	2024	18
La religione del mio tempo	2025	9
La romana	2018	13
La romana	2019	10
La romana	2021	23
La romana	2022	18
La romana	2023	15
La romana	2025	18
La rosa rossa	2019	8
La rosa rossa	2020	5
La rosa rossa	2021	5
La rosa rossa	2022	11
La rosa rossa	2024	11
La sacra pipa	2018	8
La sacra pipa	2019	12
La sacra pipa	2020	4
La sacra pipa	2021	4
La sacra pipa	2025	5
La scacchiera davanti allo specchio	2021	2
La scuola dei dittatori	2023	3
La scuola dei dittatori	2025	2
La scuola della signora Leichester	2020	10
La scuola della signora Leichester	2022	6
La scuola della signora Leichester	2023	4
La scuola della signora Leichester	2024	10
La solitudine dei numeri primi	2018	11
La solitudine dei numeri primi	2021	11
La solitudine dei numeri primi	2023	12
La solitudine dei numeri primi	2024	5
La solitudine dei numeri primi	2025	7
La spartizione	2021	10
La spartizione	2022	10
La spartizione	2023	5
La spartizione	2024	4
La spartizione	2025	12
La speculazione edilizia	2019	4
La speculazione edilizia	2020	4
La speculazione edilizia	2021	4
La speculazione edilizia	2022	4
La spiaggia	2018	15
La spiaggia	2018	9
La spiaggia	2019	14
La spiaggia	2021	29
La spiaggia	2021	7
La spiaggia	2022	18
La spiaggia	2023	11
La spiaggia	2024	18
La spiaggia	2025	19
La sposa americana	2021	7
La sposa americana	2022	11
La sposa americana	2024	10
La stanza del vescovo	2018	7
La stanza del vescovo	2019	3
La stanza del vescovo	2021	10
La stanza del vescovo	2025	7
La storia	2018	26
La storia	2019	26
La storia	2020	11
La storia	2021	11
La storia	2022	26
La storia	2024	11
La storia	2024	5
La storia	2025	3
La strega e il capitano	2018	4
La strega e il capitano	2020	9
La strega e il capitano	2021	11
La strega e il capitano	2022	9
La terra, il sangue, la magia	2022	2
La tigre e la neve	2019	6
La tigre e la neve	2022	5
La tigre e la neve	2023	5
La tigre e la neve	2024	9
La tomba di Alessandro l'enigma	2018	13
La tomba di Alessandro l'enigma	2020	15
La tomba di Alessandro l'enigma	2021	24
La tomba di Alessandro l'enigma	2022	9
La tomba di Alessandro l'enigma	2023	20
La tomba di Alessandro l'enigma	2024	10
La tomba di Alessandro l'enigma	2025	22
La torre capovolta	2018	30
La torre capovolta	2019	13
La torre capovolta	2022	16
La torre capovolta	2023	17
La torre capovolta	2024	22
La torre capovolta	2025	29
La tripla vita di Michele Sparacino	2018	20
La tripla vita di Michele Sparacino	2020	10
La tripla vita di Michele Sparacino	2021	19
La tripla vita di Michele Sparacino	2022	15
La tripla vita di Michele Sparacino	2024	8
La tripla vita di Michele Sparacino	2025	18
La variante di Luneburg	2018	30
La variante di Luneburg	2019	26
La variante di Luneburg	2020	28
La variante di Luneburg	2021	10
La variante di Luneburg	2023	23
La variante di Luneburg	2024	22
La veranda	2021	1
La veranda	2023	3
La via del ritorno	2018	26
La via del ritorno	2019	28
La via del ritorno	2020	29
La via del ritorno	2021	15
La via del ritorno	2022	13
La via del ritorno	2024	22
La via del ritorno	2025	10
La Vita	2018	10
La Vita	2019	25
La Vita	2021	12
La Vita	2022	12
La Vita	2023	29
La Vita	2024	23
La Vita	2025	25
La Vita Nuova	2024	2
La volpe e le camelie	2021	4
La volpe e le camelie	2025	1
Ladri nella notte	2018	5
Lady Roxana	2022	4
Lady Roxana	2025	4
Laude	2021	2
Laudi	2018	3
Le ambizioni sbagliate	2019	14
Le ambizioni sbagliate	2020	12
Le ambizioni sbagliate	2021	24
Le ambizioni sbagliate	2022	15
Le ambizioni sbagliate	2023	9
Le ambizioni sbagliate	2024	27
Le ambizioni sbagliate	2025	20
Le avventure di Oliver Twist	2018	22
Le avventure di Oliver Twist	2019	10
Le avventure di Oliver Twist	2021	19
Le avventure di Oliver Twist	2022	29
Le avventure di Oliver Twist	2023	24
Le avventure di Oliver Twist	2024	20
Le avventure di Oliver Twist	2025	26
Le belle bandiere	2019	17
Le belle bandiere	2020	13
Le belle bandiere	2021	9
Le belle bandiere	2022	25
Le belle bandiere	2023	23
Le belle bandiere	2024	14
Le belle bandiere	2025	30
Le case della vetra	2018	5
Le case della vetra	2022	1
Le cene	2018	4
Le ceneri di Gramsci	2018	3
Le ceneri di Gramsci	2021	5
Le ceneri di Gramsci	2024	11
Le ceneri di Gramsci	2025	7
Le chiavi del regno	2021	1
Le città invisibili	2018	6
Le città invisibili	2018	20
Le città invisibili	2019	21
Le città invisibili	2021	29
Le città invisibili	2022	11
Le città invisibili	2023	23
Le città invisibili	2024	6
Le città invisibili	2025	3
Le città invisibili	2025	30
Le confessioni d'un italiano	2020	2
Le confessioni d'un italiano	2025	1
Le cordan del diavolo	2020	5
Le cordan del diavolo	2021	7
Le cordan del diavolo	2022	8
Le cordan del diavolo	2025	12
Le cosmicomiche	2018	7
Le cosmicomiche	2019	10
Le cosmicomiche	2020	4
Le cosmicomiche	2023	4
Le cosmicomiche	2024	6
Le cosmicomiche	2025	7
Le cosmicomiche	2025	2
Le donne di Messina	2018	26
Le donne di Messina	2019	9
Le donne di Messina	2020	29
Le donne di Messina	2021	17
Le donne di Messina	2022	27
Le donne di Messina	2023	8
Le donne di Messina	2024	17
Le donne di Messina	2025	23
Le due città	2019	11
Le due città	2021	12
Le due città	2023	10
Le due città	2025	8
Le isole del paradiso	2018	13
Le isole del paradiso	2019	16
Le isole del paradiso	2020	20
Le isole del paradiso	2021	12
Le isole del paradiso	2022	27
Le isole del paradiso	2023	27
Le isole del paradiso	2024	29
Le isole del paradiso	2025	30
Le lettere da Capri	2019	4
Le libere donne di Magliano	2020	29
Le libere donne di Magliano	2021	9
Le libere donne di Magliano	2022	11
Le libere donne di Magliano	2023	25
Le libere donne di Magliano	2024	28
Le libere donne di Magliano	2025	19
Le lune di Hvar	2018	13
Le lune di Hvar	2019	13
Le lune di Hvar	2020	19
Le lune di Hvar	2021	27
Le lune di Hvar	2022	30
Le lune di Hvar	2023	11
Le lune di Hvar	2025	29
Le mie prigioni	2018	14
Le mie prigioni	2019	24
Le mie prigioni	2019	6
Le mie prigioni	2020	19
Le mie prigioni	2021	12
Le mie prigioni	2022	5
Le mie prigioni	2023	20
Le mie prigioni	2023	9
Le mie prigioni	2024	23
Le mie prigioni	2024	3
Le mie prigioni	2025	22
Le mosche del capitale	2021	1
Le notti difficili	2018	8
Le notti difficili	2018	6
Le notti difficili	2019	13
Le notti difficili	2020	30
Le notti difficili	2021	21
Le notti difficili	2021	6
Le notti difficili	2022	18
Le notti difficili	2022	4
Le notti difficili	2023	16
Le notti difficili	2023	8
Le notti difficili	2024	12
Le notti difficili	2024	3
Le notti difficili	2025	14
Le novelle	2021	2
Le novelle	2022	5
Le nozze di Cadmo e Armonica	2018	5
Le nozze di Cadmo e Armonica	2022	11
Le nozze di Cadmo e Armonica	2023	3
Le nozze di Cadmo e Armonica	2024	8
Le nozze di Cadmo e Armonica	2025	12
Le occasioni	2019	5
Le occasioni	2021	6
Le occasioni	2023	7
Le odi	2022	5
Le opere	2022	4
Le parole sono pietre	2018	8
Le parole sono pietre	2019	16
Le parole sono pietre	2020	14
Le parole sono pietre	2021	9
Le parole sono pietre	2022	9
Le parole sono pietre	2023	20
Le parole sono pietre	2024	24
Le parole sono pietre	2025	17
Le pietre volanti	2020	4
Le pietre volanti	2023	3
Le poesie	2022	3
Le poesie	2025	1
Le rime di Lorenzo Stecchetti	2025	3
Le tartarughe tornano sempre	2020	1
Le terre del Sacramento	2021	3
Le terre del Sacramento	2025	4
Le vergini delle rocce	2025	1
Le voci della sera	2019	22
Le voci della sera	2020	27
Le voci della sera	2021	9
Le voci della sera	2022	19
Le voci della sera	2024	8
Le voci della sera	2025	23
Le voci delle Urane	2020	10
Le voci delle Urane	2022	4
Le voci delle Urane	2023	7
Legazioni. Commissarie. Scritti di Governo. II	2018	13
Legazioni. Commissarie. Scritti di Governo. II	2019	16
Legazioni. Commissarie. Scritti di Governo. II	2020	11
Legazioni. Commissarie. Scritti di Governo. II	2021	30
Legazioni. Commissarie. Scritti di Governo. II	2024	12
Legazioni. Commissarie. Scritti di Governo. II	2025	23
Lettera alla madre sulla felicità	2020	4
Lettera alla madre sulla felicità	2024	4
Lettere alla mamma	2018	3
Lettere alla mamma	2020	5
lettere di antifascisti dal carcere e dal confino II	2018	6
lettere di antifascisti dal carcere e dal confino II	2019	5
lettere di antifascisti dal carcere e dal confino II	2024	3
lettere di antifascisti dal carcere e dal confino II	2025	10
Lettere di condannati a morte della Resistenza italiana	2019	3
Lettere di condannati a morte della Resistenza italiana	2021	2
Libera nos a malo	2019	1
Libertà e licenze	2018	3
Libertà e licenze	2020	11
Libertà e licenze	2021	8
Libertà e licenze	2023	3
Libertà e licenze	2024	4
Lingua di falce	2019	21
Lingua di falce	2020	27
Lingua di falce	2021	28
Lingua di falce	2023	10
Lingua di falce	2024	14
Lingua di falce	2025	22
Liriche e tragedie	2021	5
Liriche e tragedie	2022	3
ll ribelle	2020	3
ll ribelle	2021	8
ll ribelle	2022	8
ll ribelle	2023	4
ll ribelle	2025	9
Lo cunto de li cunti, overo Lo trattenemiento de peccerille; Le muse napolitane e le lettere	2019	2
Lo cunto de li cunti, overo Lo trattenemiento de peccerille; Le muse napolitane e le lettere	2024	3
Lo smeraldo	2018	9
Lo smeraldo	2019	15
Lo smeraldo	2020	27
Lo smeraldo	2021	12
Lo smeraldo	2023	17
Lo smeraldo	2025	8
Lo strano caso del cane ucciso a mezzanotte	2019	5
Lo strano caso del cane ucciso a mezzanotte	2020	4
Luoghi naturali	2018	11
Luoghi naturali	2019	3
Luoghi naturali	2020	4
Luoghi naturali	2021	10
Luoghi naturali	2024	3
Ma quanto sei Rude	2018	16
Ma quanto sei Rude	2019	30
Ma quanto sei Rude	2020	13
Ma quanto sei Rude	2021	9
Ma quanto sei Rude	2022	20
Ma quanto sei Rude	2023	27
Ma quanto sei Rude	2024	21
Ma quanto sei Rude	2025	27
Macno	2019	2
Macno	2025	1
Malone muore	2018	18
Malone muore	2019	20
Malone muore	2020	13
Malone muore	2021	21
Malone muore	2022	9
Malone muore	2023	20
Malone muore	2024	9
Mandami a dire	2018	10
Mandami a dire	2019	25
Mandami a dire	2020	17
Mandami a dire	2021	25
Mandami a dire	2022	26
Mandami a dire	2024	19
Mandami a dire	2025	19
Manuale dell'uomo normale	2018	4
Manuale dell'uomo normale	2020	10
Manuale dell'uomo normale	2022	8
Manuale dell'uomo normale	2023	4
Manuale dell'uomo normale	2024	11
Marcovaldo	2018	26
Marcovaldo	2018	3
Marcovaldo	2019	17
Marcovaldo	2019	12
Marcovaldo	2020	28
Marcovaldo	2021	21
Marcovaldo	2021	11
Marcovaldo	2022	30
Marcovaldo	2023	16
Marcovaldo	2023	8
Marcovaldo	2024	22
Marcovaldo	2025	17
Marcovaldo	2025	12
Marcovaldo	2025	3
Mare al mattino	2020	1
Margherita Dolcevita	2018	5
Margherita Dolcevita	2019	8
Margherita Dolcevita	2020	4
Margherita Dolcevita	2022	6
Margherita Dolcevita	2025	8
Maria Zef	2019	1
Maria Zef	2022	1
Martin Eden	2021	5
Mastrangelina	2019	9
Mastrangelina	2021	7
Mastrangelina	2025	11
Mastro Don Gesualdo	2021	5
Mastro Don Gesualdo	2023	1
Mastro-don Gesualdo	2019	8
Mastro-don Gesualdo	2020	10
Mastro-don Gesualdo	2021	23
Mastro-don Gesualdo	2022	11
Mastro-don Gesualdo	2023	19
Mastro-don Gesualdo	2024	23
Mastro-don Gesualdo	2025	22
Materada	2023	3
Materada	2025	4
Memoriale	2023	4
Memorie di un socialista della montagna	2018	15
Memorie di un socialista della montagna	2019	24
Memorie di un socialista della montagna	2020	24
Memorie di un socialista della montagna	2021	25
Memorie di un socialista della montagna	2022	26
Memorie di un socialista della montagna	2023	30
Memorie di un socialista della montagna	2024	26
Memorie di un socialista della montagna	2025	15
Memorie e romanzi del Risorgimento	2018	4
Memorie e romanzi del Risorgimento	2020	3
Memorie poetiche	2018	4
Memorie poetiche	2021	4
Menzogna e sortilegio	2022	3
Messagio per un'aquila che si crede un pollo	2023	2
Messagio per un'aquila che si crede un pollo	2024	1
Metastasio	2018	24
Metastasio	2019	29
Metastasio	2020	29
Metastasio	2021	10
Metastasio	2023	11
Metastasio	2024	12
Metastasio	2025	20
Metello	2018	24
Metello	2019	28
Metello	2020	28
Metello	2021	25
Metello	2022	17
Metello	2023	19
Metello	2024	23
Metello	2025	25
Millions	2018	10
Millions	2019	6
Millions	2020	8
Millions	2023	3
Millions	2024	8
Mio fratello rincorre i dinosauri	2018	17
Mio fratello rincorre i dinosauri	2019	26
Mio fratello rincorre i dinosauri	2021	17
Mio fratello rincorre i dinosauri	2022	27
Mio fratello rincorre i dinosauri	2023	15
Mio fratello rincorre i dinosauri	2024	22
Mio fratello rincorre i dinosauri	2025	19
Mio papà scrive la guerra	2018	9
Mio papà scrive la guerra	2020	9
Mio papà scrive la guerra	2021	4
Mio papà scrive la guerra	2023	11
Mio papà scrive la guerra	2024	6
Mister Noon	2025	2
Moll Flanders	2018	16
Moll Flanders	2019	14
Moll Flanders	2020	15
Moll Flanders	2021	30
Moll Flanders	2022	26
Moll Flanders	2023	22
Moll Flanders	2024	10
Moll Flanders	2025	25
Molloy	2024	5
Molloy	2025	3
Mont'allegro	2018	15
Mont'allegro	2019	8
Mont'allegro	2020	27
Mont'allegro	2021	11
Mont'allegro	2022	17
Mont'allegro	2023	15
Mont'allegro	2024	21
Mont'allegro	2025	15
Morgante	2018	21
Morgante	2019	29
Morgante	2020	25
Morgante	2021	18
Morgante	2023	14
Morgante	2024	21
Morgante	2025	20
Morte nel pomeriggio	2018	14
Morte nel pomeriggio	2019	14
Morte nel pomeriggio	2020	25
Morte nel pomeriggio	2021	20
Morte nel pomeriggio	2022	30
Morte nel pomeriggio	2023	19
Morte nel pomeriggio	2024	18
Morte nel pomeriggio	2025	27
Naja Tripudians	2023	4
Narratori delle pianure	2019	6
Narratori delle pianure	2020	8
Narratori delle pianure	2021	4
Narratori delle pianure	2025	10
Naufraghi in porto	2023	5
Necropoli	2019	4
Necropoli	2020	8
Necropoli	2023	10
Nel buio degli alberi	2018	27
Nel buio degli alberi	2019	14
Nel buio degli alberi	2021	17
Nel buio degli alberi	2022	29
Nel buio degli alberi	2023	14
Nel buio degli alberi	2024	21
Nel buio degli alberi	2025	13
Nel mare ci sono i coccodrilli	2019	7
Nel mare ci sono i coccodrilli	2024	7
Nel mare ci sono i coccodrilli	2025	7
Nessuno torna indietro	2018	6
Nessuno torna indietro	2022	9
Nessuno torna indietro	2024	12
Nie Ponimaiu (non capisco)	2023	5
Nie Ponimaiu (non capisco)	2024	3
Niente e così sia	2021	11
Niente e così sia	2022	10
Niente e così sia	2023	5
Niente e così sia	2025	11
Noi lazzaroni	2020	1
Noi lazzaroni	2022	3
Noi siamo del sud	2018	11
Noi siamo del sud	2019	23
Noi siamo del sud	2020	15
Noi siamo del sud	2021	30
Noi siamo del sud	2022	27
Noi siamo del sud	2023	30
Noi siamo del sud	2024	14
Noi siamo del sud	2025	20
Non dirmi che hai paura	2019	7
Non dirmi che hai paura	2021	10
Non dirmi che hai paura	2023	4
Non dirmi che hai paura	2025	3
Non siamo più povera gente	2019	7
Non siamo più povera gente	2020	5
Non siamo più povera gente	2024	9
Non è terrestre	2020	3
Non è terrestre	2024	5
Nostromo	2020	5
Notturno	2018	8
Notturno	2021	5
